Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-3304356,"SMAD2/3 Phosphorylation Motif Mutants in Cancer",1,7,4.8202726897121607E-4,0.1915409699901891,0.6653249294638341,1,1,7.448234768359899E-5,9606,Homo sapiens,"SMAD3","","R-HSA-3304394"
R-HSA-3656534,"Loss of Function of TGFBR1 in Cancer",1,7,4.8202726897121607E-4,0.1915409699901891,0.6653249294638341,1,2,1.4896469536719798E-4,9606,Homo sapiens,"SMAD3","","R-HSA-3656523"
R-HSA-5603041,"IRAK4 deficiency (TLR2/4)",2,27,0.001859248037460405,0.19832785644104178,0.6653249294638341,2,2,1.4896469536719798E-4,9606,Homo sapiens,"TLR1","","R-HSA-5602353;R-HSA-5602672"
R-HSA-2173795,"Downregulation of SMAD2/3:SMAD4 transcriptional activity",2,27,0.001859248037460405,0.19832785644104178,0.6653249294638341,20,21,0.0015641293013555788,9606,Homo sapiens,"SMAD4;SMAD3","","R-HSA-870477;R-HSA-870479;R-HSA-2187395;R-HSA-2187330;R-HSA-870538;R-HSA-870437;R-HSA-2176491;R-HSA-173481;R-HSA-2179274;R-HSA-173545;R-HSA-2179276;R-HSA-2186607;R-HSA-2186741;R-HSA-2176503;R-HSA-2176502;R-HSA-2186747;R-HSA-870449;R-HSA-2187325;R-HSA-209055;R-HSA-2187388"
R-HSA-9705462,"Inactivation of CSF3 (G-CSF) signaling",2,27,0.001859248037460405,0.19832785644104178,0.6653249294638341,5,9,6.703411291523909E-4,9606,Homo sapiens,"JAK2;JAK1","","R-HSA-9705729;R-HSA-9705726;R-HSA-9707977;R-HSA-9705738;R-HSA-9705467"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",6,129,0.008883073956755267,0.20136092619629387,0.6653249294638341,1,7,5.213764337851929E-4,9606,Homo sapiens,"FLG;IL33;IL1RL1;ERBB3;CD28","","R-HSA-2316434"
R-HSA-75893,"TNF signaling",3,51,0.0035119129596474317,0.20328424547093293,0.6653249294638341,7,32,0.0023834351258751676,9606,Homo sapiens,"OTULIN;TNFAIP3;OTUD7B","","R-HSA-140978;R-HSA-5357776;R-HSA-5693108;R-HSA-5357845;R-HSA-5357860;R-HSA-5693055;R-HSA-5661517"
R-HSA-5684996,"MAPK1/MAPK3 signaling",13,329,0.022655281641647155,0.205398251135681,0.6653249294638341,13,82,0.006107552510055117,9606,Homo sapiens,"FLG;PSMA6;ERBB3;IL2RA;CSF2RB;IQGAP1;JAK2;GFRA3;IL6R;IL2;JAK1","","R-HSA-109857;R-HSA-5672980;R-HSA-109858;R-HSA-5672978;R-HSA-5658430;R-HSA-9657599;R-HSA-9657603;R-HSA-5672965;R-HSA-9657606;R-HSA-5672972;R-HSA-5672973;R-HSA-9657608;R-HSA-5672969"
R-HSA-73887,"Death Receptor Signalling",7,158,0.010880044071064592,0.20800745110507846,0.6653249294638341,17,93,0.006926858334574706,9606,Homo sapiens,"NFKBIA;OTULIN;TNFAIP3;OTUD7B;FASLG;NFKB1;FGD2","","R-HSA-5357776;R-HSA-5693108;R-HSA-209536;R-HSA-83586;R-HSA-83650;R-HSA-5357845;R-HSA-193700;R-HSA-5693055;R-HSA-193705;R-HSA-71050;R-HSA-205039;R-HSA-75244;R-HSA-140978;R-HSA-5357860;R-HSA-193691;R-HSA-5661517;R-HSA-141310"
R-HSA-1834949,"Cytosolic sensors of pathogen-associated DNA ",4,77,0.005302299958683377,0.2081243689983735,0.6653249294638341,8,49,0.0036496350364963502,9606,Homo sapiens,"NFKBIA;REL;STAT6;NFKB1","","R-HSA-3249379;R-HSA-9604480;R-HSA-3249378;R-HSA-3249371;R-HSA-3249370;R-HSA-3249372;R-HSA-168140;R-HSA-3249390"
R-HSA-5218859,"Regulated Necrosis",4,77,0.005302299958683377,0.2081243689983735,0.6653249294638341,6,57,0.004245493817965142,9606,Homo sapiens,"GSDMA;IL1B;FASLG","","R-HSA-3465429;R-HSA-9647680;R-HSA-449058;R-HSA-9716258;R-HSA-5675456;R-HSA-5213462"
R-HSA-2173788,"Downregulation of TGF-beta receptor signaling",2,28,0.0019281090758848643,0.20933730853804444,0.6653249294638341,24,28,0.0020855057351407717,9606,Homo sapiens,"SMAD3;SMAD7","","R-HSA-178178;R-HSA-2176417;R-HSA-2176416;R-HSA-2128994;R-HSA-178208;R-HSA-2167876;R-HSA-178215;R-HSA-178218;R-HSA-2187401;R-HSA-173483;R-HSA-2187368;R-HSA-173512;R-HSA-2167917;R-HSA-2187405;R-HSA-2187375;R-HSA-178189;R-HSA-2167924;R-HSA-2169046;R-HSA-2187382;R-HSA-2179291;R-HSA-2187355;R-HSA-2169050;R-HSA-2179293;R-HSA-2187358"
R-HSA-5654689,"PI-3K cascade:FGFR1",2,28,0.0019281090758848643,0.20933730853804444,0.6653249294638341,6,7,5.213764337851929E-4,9606,Homo sapiens,"FLG","","R-HSA-5654692;R-HSA-5654596;R-HSA-5654594;R-HSA-5654690;R-HSA-5654592;R-HSA-5654591"
R-HSA-8935964,"RUNX1 regulates expression of components of tight junctions",1,8,5.508883073956756E-4,0.21573529762082777,0.6653249294638341,6,6,4.4689408610159393E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8935960;R-HSA-8935980;R-HSA-8936000;R-HSA-8935988;R-HSA-8935972;R-HSA-8936007"
R-HSA-187706,"Signalling to p38 via RIT and RIN",1,8,5.508883073956756E-4,0.21573529762082777,0.6653249294638341,3,3,2.2344704305079697E-4,9606,Homo sapiens,"RIT1","","R-HSA-187698;R-HSA-187746;R-HSA-187697"
R-HSA-4341670,"Defective NEU1 causes sialidosis",1,8,5.508883073956756E-4,0.21573529762082777,0.6653249294638341,1,1,7.448234768359899E-5,9606,Homo sapiens,"GLB1","","R-HSA-4341669"
R-HSA-5688849,"Defective CSF2RB causes SMDP5",1,8,5.508883073956756E-4,0.21573529762082777,0.6653249294638341,1,1,7.448234768359899E-5,9606,Homo sapiens,"CSF2RB","","R-HSA-5688884"
R-HSA-5688890,"Defective CSF2RA causes SMDP4",1,8,5.508883073956756E-4,0.21573529762082777,0.6653249294638341,1,1,7.448234768359899E-5,9606,Homo sapiens,"CSF2RB","","R-HSA-5688899"
R-HSA-9025106,"Biosynthesis of DPAn-6 SPMs",1,8,5.508883073956756E-4,0.21573529762082777,0.6653249294638341,1,3,2.2344704305079697E-4,9606,Homo sapiens,"ALOX15","","R-HSA-9025152"
R-HSA-983705,"Signaling by the B Cell Receptor (BCR)",8,189,0.013014736262222834,0.2199143717260985,0.6653249294638341,14,44,0.0032772232980783555,9606,Homo sapiens,"NFKBIA;PSMA6;REL;NFATC2;ITPR3;NFKB1;CARD11","","R-HSA-2025882;R-HSA-1168633;R-HSA-1168376;R-HSA-1168635;R-HSA-1168637;R-HSA-1168638;R-HSA-1168641;R-HSA-1168640;R-HSA-169683;R-HSA-1168643;R-HSA-169680;R-HSA-1168642;R-HSA-1168644;R-HSA-2025890"
R-HSA-8854691,"Interleukin-20 family signaling",2,29,0.001996970114309324,0.22040673674064715,0.6653249294638341,47,56,0.004171011470281543,9606,Homo sapiens,"JAK2;JAK1","","R-HSA-8987080;R-HSA-9009227;R-HSA-448708;R-HSA-8987084;R-HSA-8986446;R-HSA-8987150;R-HSA-8987202;R-HSA-8987266;R-HSA-8987141;R-HSA-8987012;R-HSA-8987015;R-HSA-8987014;R-HSA-8987270;R-HSA-8987161;R-HSA-8987033;R-HSA-8987097;R-HSA-8987096;R-HSA-448661;R-HSA-8986972;R-HSA-8987039;R-HSA-8987230;R-HSA-8982163;R-HSA-8982162;R-HSA-8982165;R-HSA-8987156;R-HSA-8987220;R-HSA-448728;R-HSA-8986985;R-HSA-8987179;R-HSA-448480;R-HSA-8987105;R-HSA-8987104;R-HSA-8987040;R-HSA-8987043;R-HSA-8987042;R-HSA-8987236;R-HSA-448744;R-HSA-8987129;R-HSA-8854645;R-HSA-8987132;R-HSA-8987070;R-HSA-8987120;R-HSA-8986480;R-HSA-8986995;R-HSA-8986994;R-HSA-8987063;R-HSA-8987255"
R-HSA-9013106,"RHOC GTPase cycle",4,79,0.005440022035532296,0.2207349018436251,0.6653249294638341,1,6,4.4689408610159393E-4,9606,Homo sapiens,"DIAPH1;CAVIN1;IQGAP1","","R-HSA-9013110"
R-HSA-5654688,"SHC-mediated cascade:FGFR1",2,30,0.0020658311527337833,0.23152273977997795,0.6653249294638341,4,4,2.9792939073439596E-4,9606,Homo sapiens,"FLG","","R-HSA-5654582;R-HSA-5654597;R-HSA-5654573;R-HSA-5654600"
R-HSA-5357956,"TNFR1-induced NFkappaB signaling pathway",2,30,0.0020658311527337833,0.23152273977997795,0.6653249294638341,2,5,3.7241173841799495E-4,9606,Homo sapiens,"TNFAIP3;OTUD7B","","R-HSA-5357776;R-HSA-5357860"
R-HSA-8863678,"Neurodegenerative Diseases",2,30,0.0020658311527337833,0.23152273977997795,0.6653249294638341,1,22,0.0016386116490391778,9606,Homo sapiens,"FASLG","","R-HSA-8870698"
R-HSA-8862803,"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",2,30,0.0020658311527337833,0.23152273977997795,0.6653249294638341,1,22,0.0016386116490391778,9606,Homo sapiens,"FASLG","","R-HSA-8870698"
R-HSA-8939256,"RUNX1 regulates transcription of genes involved in WNT signaling",1,9,6.19749345820135E-4,0.23920716703981537,0.6653249294638341,4,4,2.9792939073439596E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8877879;R-HSA-8932076;R-HSA-8877884;R-HSA-8932084"
R-HSA-9027283,"Erythropoietin activates STAT5",1,9,6.19749345820135E-4,0.23920716703981537,0.6653249294638341,3,3,2.2344704305079697E-4,9606,Homo sapiens,"JAK2","","R-HSA-9012651;R-HSA-9012650;R-HSA-9012654"
R-HSA-190370,"FGFR1b ligand binding and activation",1,9,6.19749345820135E-4,0.23920716703981537,0.6653249294638341,2,2,1.4896469536719798E-4,9606,Homo sapiens,"FLG","","R-HSA-190245;R-HSA-190427"
R-HSA-8951671,"RUNX3 regulates YAP1-mediated transcription",1,9,6.19749345820135E-4,0.23920716703981537,0.6653249294638341,2,3,2.2344704305079697E-4,9606,Homo sapiens,"RUNX3","","R-HSA-8951676;R-HSA-8951695"
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",1,9,6.19749345820135E-4,0.23920716703981537,0.6653249294638341,2,4,2.9792939073439596E-4,9606,Homo sapiens,"NEK6","","R-HSA-2980720;R-HSA-2984258"
R-HSA-427975,"Proton/oligopeptide cotransporters",1,9,6.19749345820135E-4,0.23920716703981537,0.6653249294638341,1,2,1.4896469536719798E-4,9606,Homo sapiens,"SLC15A2","","R-HSA-427998"
R-HSA-164944,"Nef and signal transduction",1,9,6.19749345820135E-4,0.23920716703981537,0.6653249294638341,1,5,3.7241173841799495E-4,9606,Homo sapiens,"CD247","","R-HSA-164943"
R-HSA-199418,"Negative regulation of the PI3K/AKT network",6,137,0.009433962264150943,0.23976326057341157,0.6653249294638341,1,10,7.448234768359899E-4,9606,Homo sapiens,"FLG;IL33;IL1RL1;ERBB3;CD28","","R-HSA-2316434"
R-HSA-5654693,"FRS-mediated FGFR1 signaling",2,31,0.0021346921911582425,0.24267266103598628,0.6653249294638341,9,9,6.703411291523909E-4,9606,Homo sapiens,"FLG","","R-HSA-5654578;R-HSA-5654575;R-HSA-5654586;R-HSA-5654587;R-HSA-5654571;R-HSA-5654584;R-HSA-5654392;R-HSA-8941623;R-HSA-5654569"
R-HSA-9614085,"FOXO-mediated transcription",5,110,0.0075747142266905385,0.24434984364011147,0.6653249294638341,65,85,0.006330999553105914,9606,Homo sapiens,"SMAD4;SMAD3;FASLG;FOXO1","","R-HSA-199299;R-HSA-9623059;R-HSA-9624976;R-HSA-9621270;R-HSA-9625749;R-HSA-9623192;R-HSA-9624985;R-HSA-9625346;R-HSA-9623427;R-HSA-9625091;R-HSA-9623168;R-HSA-9625863;R-HSA-9625092;R-HSA-9622667;R-HSA-9622668;R-HSA-9625101;R-HSA-9622579;R-HSA-9625520;R-HSA-9617840;R-HSA-9624624;R-HSA-9626928;R-HSA-9620788;R-HSA-9617848;R-HSA-9625406;R-HSA-9617852;R-HSA-9617853;R-HSA-9624611;R-HSA-9623072;R-HSA-9625510;R-HSA-9625124;R-HSA-9621289;R-HSA-9617833;R-HSA-9617838;R-HSA-9626962;R-HSA-9622738;R-HSA-9622737;R-HSA-9614423;R-HSA-9618004;R-HSA-9620828;R-HSA-9625693;R-HSA-9626945;R-HSA-9625409;R-HSA-9614662;R-HSA-9622980;R-HSA-9622981;R-HSA-9623240;R-HSA-9614414;R-HSA-9617996;R-HSA-9622604;R-HSA-9614669;R-HSA-9620813;R-HSA-9623280;R-HSA-9623281;R-HSA-9623415;R-HSA-9621242;R-HSA-9621116;R-HSA-9622627;R-HSA-9625699;R-HSA-9622630;R-HSA-9625828;R-HSA-9618021;R-HSA-9620837;R-HSA-9623018;R-HSA-9623023;R-HSA-9625324"
R-HSA-2122947,"NOTCH1 Intracellular Domain Regulates Transcription",3,57,0.003925079190194188,0.2508300806547088,0.6653249294638341,3,18,0.0013406822583047818,9606,Homo sapiens,"TLE4;MYC","","R-HSA-4396371;R-HSA-1912359;R-HSA-1980067"
R-HSA-8934593,"Regulation of RUNX1 Expression and Activity",2,32,0.0022035532295827023,0.25384455614946644,0.6653249294638341,18,19,0.0014151646059883808,9606,Homo sapiens,"RUNX1","","R-HSA-8938440;R-HSA-8935785;R-HSA-8938507;R-HSA-8937134;R-HSA-8937728;R-HSA-8938853;R-HSA-8937767;R-HSA-8938887;R-HSA-8865320;R-HSA-8935864;R-HSA-8939129;R-HSA-8935930;R-HSA-8936058;R-HSA-8937744;R-HSA-8937682;R-HSA-8938867;R-HSA-8935766;R-HSA-8938487"
R-HSA-203641,"NOSTRIN mediated eNOS trafficking",1,10,6.886103842445945E-4,0.2619781037496933,0.6653249294638341,4,4,2.9792939073439596E-4,9606,Homo sapiens,"NOS3","","R-HSA-203716;R-HSA-203625;R-HSA-203662;R-HSA-203565"
R-HSA-8931987,"RUNX1 regulates estrogen receptor mediated transcription",1,10,6.886103842445945E-4,0.2619781037496933,0.6653249294638341,7,8,5.958587814687919E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8932076;R-HSA-8931981;R-HSA-8932033;R-HSA-8932084;R-HSA-8932020;R-HSA-8932037;R-HSA-8932021"
R-HSA-216083,"Integrin cell surface interactions",4,86,0.005922049304503512,0.26627709642047936,0.6653249294638341,5,55,0.004096529122597945,9606,Homo sapiens,"TNC;ITGB8;ICAM5","","R-HSA-216064;R-HSA-265426;R-HSA-216068;R-HSA-199050;R-HSA-216076"
R-HSA-622312,"Inflammasomes",2,34,0.002341275306431621,0.276209866293303,0.6653249294638341,1,28,0.0020855057351407717,9606,Homo sapiens,"REL;NFKB1","","R-HSA-9603905"
R-HSA-8939246,"RUNX1 regulates transcription of genes involved in differentiation of myeloid cells",1,11,7.574714226690538E-4,0.28406899332206703,0.6653249294638341,7,7,5.213764337851929E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8939066;R-HSA-8938251;R-HSA-8939054;R-HSA-8938382;R-HSA-8938228;R-HSA-8938389;R-HSA-8938231"
R-HSA-164940,"Nef mediated downregulation of MHC class I complex cell surface expression",1,11,7.574714226690538E-4,0.28406899332206703,0.6653249294638341,4,4,2.9792939073439596E-4,9606,Homo sapiens,"HLA-A","","R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-182286"
R-HSA-8939242,"RUNX1 regulates transcription of genes involved in differentiation of keratinocytes",1,11,7.574714226690538E-4,0.28406899332206703,0.6653249294638341,6,8,5.958587814687919E-4,9606,Homo sapiens,"RUNX1","","R-HSA-8955885;R-HSA-8955822;R-HSA-8938063;R-HSA-8955748;R-HSA-8955893;R-HSA-8938053"
R-HSA-9020933,"Interleukin-23 signaling",1,11,7.574714226690538E-4,0.28406899332206703,0.6653249294638341,8,12,8.937881722031879E-4,9606,Homo sapiens,"JAK2","","R-HSA-8950364;R-HSA-8950269;R-HSA-8952749;R-HSA-8950591;R-HSA-8950737;R-HSA-447130;R-HSA-8952823;R-HSA-8950583"
R-HSA-8985947,"Interleukin-9 signaling",1,11,7.574714226690538E-4,0.28406899332206703,0.6653249294638341,7,13,9.682705198867869E-4,9606,Homo sapiens,"JAK1","","R-HSA-8985929;R-HSA-8985914;R-HSA-8985900;R-HSA-8985973;R-HSA-8985988;R-HSA-9011748;R-HSA-8963734"
R-HSA-3371378,"Regulation by c-FLIP",1,11,7.574714226690538E-4,0.28406899332206703,0.6653249294638341,2,4,2.9792939073439596E-4,9606,Homo sapiens,"FASLG","","R-HSA-3465459;R-HSA-3465448"
R-HSA-69416,"Dimerization of procaspase-8",1,11,7.574714226690538E-4,0.28406899332206703,0.6653249294638341,1,3,2.2344704305079697E-4,9606,Homo sapiens,"FASLG","","R-HSA-73945"
R-HSA-442380,"Zinc influx into cells by the SLC39 gene family",1,11,7.574714226690538E-4,0.28406899332206703,0.6653249294638341,1,6,4.4689408610159393E-4,9606,Homo sapiens,"SLC39A8","","R-HSA-442387"
R-HSA-9645723,"Diseases of programmed cell death",4,89,0.0061286324197768905,0.2863065142365373,0.6653249294638341,2,27,0.0020110233874571725,9606,Homo sapiens,"DNMT3A;FASLG;H4C3","","R-HSA-8870698;R-HSA-9710490"
R-HSA-9674555,"Signaling by CSF3 (G-CSF)",2,35,0.0024101363448560805,0.2873826798423489,0.6653249294638341,15,21,0.0015641293013555788,9606,Homo sapiens,"JAK2;JAK1","","R-HSA-9674546;R-HSA-9677585;R-HSA-9705726;R-HSA-9674808;R-HSA-9674558;R-HSA-9705467;R-HSA-9674563;R-HSA-9674562;R-HSA-9674816;R-HSA-9676071;R-HSA-9674567;R-HSA-9705729;R-HSA-9677579;R-HSA-9707977;R-HSA-9705738"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",5,118,0.008125602534086214,0.29006224802034986,0.6653249294638341,27,66,0.004915834947117533,9606,Homo sapiens,"TLR1;NFKBIA;REL;NFKB1","","R-HSA-166082;R-HSA-2201316;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-5684250;R-HSA-168140;R-HSA-166284;R-HSA-5684248;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-9630923;R-HSA-166363;R-HSA-2262777;R-HSA-168166;R-HSA-166119;R-HSA-5684275;R-HSA-5684273;R-HSA-937059;R-HSA-937022;R-HSA-5684261;R-HSA-168950;R-HSA-451634;R-HSA-937079;R-HSA-166072;R-HSA-5684267"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",5,118,0.008125602534086214,0.29006224802034986,0.6653249294638341,26,64,0.004766870251750335,9606,Homo sapiens,"TLR1;NFKBIA;REL;NFKB1","","R-HSA-166082;R-HSA-2201316;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-5684250;R-HSA-168140;R-HSA-166284;R-HSA-5684248;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-9630923;R-HSA-166363;R-HSA-2262777;R-HSA-168166;R-HSA-166119;R-HSA-5684275;R-HSA-5684273;R-HSA-937059;R-HSA-937022;R-HSA-5684261;R-HSA-451634;R-HSA-937079;R-HSA-166072;R-HSA-5684267"
R-HSA-5334118,"DNA methylation",2,36,0.00247899738328054,0.2985362079512901,0.6653249294638341,7,7,5.213764337851929E-4,9606,Homo sapiens,"DNMT3A;H4C3","","R-HSA-5334097;R-HSA-5334160;R-HSA-5334179;R-HSA-5334099;R-HSA-5334164;R-HSA-5334151;R-HSA-5334152"
R-HSA-5626467,"RHO GTPases activate IQGAPs",2,36,0.00247899738328054,0.2985362079512901,0.6653249294638341,5,5,3.7241173841799495E-4,9606,Homo sapiens,"IQGAP1","","R-HSA-5626549;R-HSA-5626469;R-HSA-5672304;R-HSA-5626507;R-HSA-5672329"
R-HSA-5693568,"Resolution of D-loop Structures through Holliday Junction Intermediates",2,36,0.00247899738328054,0.2985362079512901,0.6653249294638341,7,9,6.703411291523909E-4,9606,Homo sapiens,"RAD51B;RMI2","","R-HSA-5686469;R-HSA-5686483;R-HSA-5693539;R-HSA-5693584;R-HSA-5686398;R-HSA-5686410;R-HSA-5686440"
R-HSA-9687139,"Aberrant regulation of mitotic cell cycle due to RB1 defects",2,36,0.00247899738328054,0.2985362079512901,0.6653249294638341,1,3,2.2344704305079697E-4,9606,Homo sapiens,"CDC23;ANAPC1","","R-HSA-9687377"
R-HSA-5686938,"Regulation of TLR by endogenous ligand",2,36,0.00247899738328054,0.2985362079512901,0.6653249294638341,2,12,8.937881722031879E-4,9606,Homo sapiens,"TLR1","","R-HSA-8869667;R-HSA-5432814"
R-HSA-198693,"AKT phosphorylates targets in the nucleus",1,12,8.263324610935132E-4,0.305500100380233,0.6653249294638341,1,4,2.9792939073439596E-4,9606,Homo sapiens,"FOXO1","","R-HSA-199299"
R-HSA-193692,"Regulated proteolysis of p75NTR",1,12,8.263324610935132E-4,0.305500100380233,0.6653249294638341,1,5,3.7241173841799495E-4,9606,Homo sapiens,"NFKB1","","R-HSA-193700"
R-HSA-8853383,"Lysosomal oligosaccharide catabolism",1,12,8.263324610935132E-4,0.305500100380233,0.6653249294638341,1,5,3.7241173841799495E-4,9606,Homo sapiens,"MANBA","","R-HSA-8853710"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",5,121,0.008332185649359593,0.30759739287637455,0.6653249294638341,28,68,0.005064799642484731,9606,Homo sapiens,"TLR1;NFKBIA;REL;NFKB1","","R-HSA-166082;R-HSA-2201316;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-5684250;R-HSA-168140;R-HSA-166284;R-HSA-5684248;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-9630923;R-HSA-166363;R-HSA-2262777;R-HSA-168166;R-HSA-166119;R-HSA-5684275;R-HSA-5684273;R-HSA-937059;R-HSA-937022;R-HSA-5684261;R-HSA-168950;R-HSA-451634;R-HSA-168951;R-HSA-937079;R-HSA-166072;R-HSA-5684267"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",5,121,0.008332185649359593,0.30759739287637455,0.6653249294638341,27,66,0.004915834947117533,9606,Homo sapiens,"TLR1;NFKBIA;REL;NFKB1","","R-HSA-166082;R-HSA-2201316;R-HSA-166091;R-HSA-2201322;R-HSA-166286;R-HSA-5684250;R-HSA-168140;R-HSA-166284;R-HSA-5684248;R-HSA-2559414;R-HSA-2262775;R-HSA-166362;R-HSA-9630923;R-HSA-166363;R-HSA-2262777;R-HSA-168166;R-HSA-166119;R-HSA-5684275;R-HSA-5684273;R-HSA-937059;R-HSA-937022;R-HSA-5684261;R-HSA-451634;R-HSA-168951;R-HSA-937079;R-HSA-166072;R-HSA-5684267"
R-HSA-174084,"Autodegradation of Cdh1 by Cdh1:APC/C",3,64,0.0044071064591654045,0.30800978837235604,0.6653249294638341,2,2,1.4896469536719798E-4,9606,Homo sapiens,"PSMA6;CDC23;ANAPC1","","R-HSA-174058;R-HSA-174057"
R-HSA-168142,"Toll Like Receptor 10 (TLR10) Cascade",4,94,0.006472937611899187,0.3201174901303552,0.6653249294638341,22,59,0.004394458513332341,9606,Homo sapiens,"NFKBIA;REL;TLR10;NFKB1","","R-HSA-975852;R-HSA-975853;R-HSA-168166;R-HSA-5684275;R-HSA-975880;R-HSA-5684273;R-HSA-975878;R-HSA-975879;R-HSA-5684250;R-HSA-975874;R-HSA-168140;R-HSA-5684248;R-HSA-975873;R-HSA-168947;R-HSA-5684261;R-HSA-451634;R-HSA-975866;R-HSA-975865;R-HSA-9630923;R-HSA-975861;R-HSA-5684267;R-HSA-975857"
R-HSA-975871,"MyD88 cascade initiated on plasma membrane",4,94,0.006472937611899187,0.3201174901303552,0.6653249294638341,21,58,0.004319976165648741,9606,Homo sapiens,"NFKBIA;REL;TLR10;NFKB1","","R-HSA-975852;R-HSA-975853;R-HSA-168166;R-HSA-5684275;R-HSA-975880;R-HSA-5684273;R-HSA-975878;R-HSA-975879;R-HSA-5684250;R-HSA-975874;R-HSA-168140;R-HSA-5684248;R-HSA-975873;R-HSA-5684261;R-HSA-451634;R-HSA-975866;R-HSA-975865;R-HSA-9630923;R-HSA-975861;R-HSA-5684267;R-HSA-975857"
R-HSA-168176,"Toll Like Receptor 5 (TLR5) Cascade",4,94,0.006472937611899187,0.3201174901303552,0.6653249294638341,21,59,0.004394458513332341,9606,Homo sapiens,"NFKBIA;REL;TLR10;NFKB1","","R-HSA-975852;R-HSA-975853;R-HSA-168166;R-HSA-5684275;R-HSA-975880;R-HSA-5684273;R-HSA-975878;R-HSA-975879;R-HSA-5684250;R-HSA-975874;R-HSA-168140;R-HSA-5684248;R-HSA-975873;R-HSA-5684261;R-HSA-451634;R-HSA-975866;R-HSA-975865;R-HSA-9630923;R-HSA-975861;R-HSA-5684267;R-HSA-975857"
R-HSA-9675126,"Diseases of mitotic cell cycle",2,38,0.002616719460129459,0.3207506459148437,0.6653249294638341,1,5,3.7241173841799495E-4,9606,Homo sapiens,"CDC23;ANAPC1","","R-HSA-9687377"
R-HSA-2219528,"PI3K/AKT Signaling in Cancer",5,124,0.00853876876463297,0.3252796569391102,0.6653249294638341,2,21,0.0015641293013555788,9606,Homo sapiens,"FLG;ERBB3;CD28;FOXO1","","R-HSA-2399992;R-HSA-2400009"
R-HSA-9027277,"Erythropoietin activates Phospholipase C gamma (PLCG)",1,13,8.951934995179727E-4,0.32629108701940157,0.6653249294638341,3,3,2.2344704305079697E-4,9606,Homo sapiens,"JAK2","","R-HSA-9027373;R-HSA-9032478;R-HSA-9027425"
R-HSA-2586552,"Signaling by Leptin",1,13,8.951934995179727E-4,0.32629108701940157,0.6653249294638341,15,19,0.0014151646059883808,9606,Homo sapiens,"JAK2","","R-HSA-2671850;R-HSA-2672302;R-HSA-2671855;R-HSA-2671872;R-HSA-2671873;R-HSA-2671747;R-HSA-2671876;R-HSA-2671868;R-HSA-2671742;R-HSA-2671839;R-HSA-2586559;R-HSA-2586555;R-HSA-2671829;R-HSA-2586553;R-HSA-2671862"
R-HSA-428359,"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",1,13,8.951934995179727E-4,0.32629108701940157,0.6653249294638341,1,3,2.2344704305079697E-4,9606,Homo sapiens,"MYC","","R-HSA-428296"
R-HSA-173599,"Formation of the active cofactor, UDP-glucuronate",1,13,8.951934995179727E-4,0.32629108701940157,0.6653249294638341,1,3,2.2344704305079697E-4,9606,Homo sapiens,"SLC35D1","","R-HSA-174368"
R-HSA-880009,"Interconversion of 2-oxoglutarate and 2-hydroxyglutarate",1,13,8.951934995179727E-4,0.32629108701940157,0.6653249294638341,1,4,2.9792939073439596E-4,9606,Homo sapiens,"D2HGDH","","R-HSA-880007"
R-HSA-5654726,"Negative regulation of FGFR1 signaling",2,39,0.002685580498553918,0.3317955076359964,0.6653249294638341,4,15,0.0011172352152539848,9606,Homo sapiens,"FLG","","R-HSA-5654514;R-HSA-5654672;R-HSA-5654560;R-HSA-5654673"
R-HSA-2219530,"Constitutive Signaling by Aberrant PI3K in Cancer",4,96,0.006610659688748106,0.33373584231491393,0.6653249294638341,1,2,1.4896469536719798E-4,9606,Homo sapiens,"FLG;ERBB3;CD28","","R-HSA-2400009"
