Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5357786,"TNFR1-induced proapoptotic signaling",3,14,9.640545379424321E-4,0.03791087672757931,0.45493052073095175,2,3,2.2344704305079697E-4,9606,Homo sapiens,"TNFAIP3;TNF;TNFRSF1A","","R-HSA-140978;R-HSA-83582"
R-HSA-1912422,"Pre-NOTCH Expression and Processing",11,113,0.007781297341963917,0.037942830277899575,0.4553139633347949,31,38,0.0028303292119767616,9606,Homo sapiens,"NOTCH2;NOTCH1;POFUT1;NOTCH4;RBPJ","","R-HSA-1912349;R-HSA-1912413;R-HSA-1912412;R-HSA-1912415;R-HSA-1606682;R-HSA-1912410;R-HSA-1912407;R-HSA-1912401;R-HSA-9604831;R-HSA-9604703;R-HSA-9604829;R-HSA-4395227;R-HSA-4395231;R-HSA-9017835;R-HSA-1912382;R-HSA-1912379;R-HSA-1912378;R-HSA-1912372;R-HSA-1912374;R-HSA-1912369;R-HSA-1912368;R-HSA-9604834;R-HSA-1912364;R-HSA-1912367;R-HSA-1912363;R-HSA-1606561;R-HSA-1912353;R-HSA-1912352;R-HSA-1912416;R-HSA-9604719;R-HSA-1912355"
R-HSA-5626978,"TNFR1-mediated ceramide production",2,6,4.131662305467566E-4,0.03987756657615893,0.47853079891390715,3,3,2.2344704305079697E-4,9606,Homo sapiens,"TNF;TNFRSF1A","","R-HSA-5626981;R-HSA-5626982;R-HSA-5626988"
R-HSA-9652169,"Signaling by MAP2K mutants",2,6,4.131662305467566E-4,0.03987756657615893,0.47853079891390715,1,1,7.448234768359899E-5,9606,Homo sapiens,"MAPK3","","R-HSA-9652165"
R-HSA-9008059,"Interleukin-37 signaling",5,36,0.00247899738328054,0.04219319548922318,0.5063183458706781,8,14,0.0010427528675703858,9606,Homo sapiens,"SMAD3;STAT3;PTPN2;IL18R1","","R-HSA-9008684;R-HSA-9008894;R-HSA-9008577;R-HSA-8848335;R-HSA-9009072;R-HSA-9008928;R-HSA-9008692;R-HSA-9009910"
R-HSA-1482922,"Acyl chain remodelling of PI",4,25,0.001721525960611486,0.043441001459084916,0.521292017509019,2,6,4.4689408610159393E-4,9606,Homo sapiens,"PLA2G2D;PLA2G4A;PLA2G5;PLA2R1","","R-HSA-1602377;R-HSA-1482825"
R-HSA-1482925,"Acyl chain remodelling of PG",4,26,0.0017903869990359455,0.04884959447098858,0.5373455391808744,2,10,7.448234768359899E-4,9606,Homo sapiens,"PLA2G2D;PLA2G4A;PLA2G5;PLA2R1","","R-HSA-1482900;R-HSA-1602368"
R-HSA-448424,"Interleukin-17 signaling",8,77,0.005302299958683377,0.05180341273703326,0.5698375401073659,18,35,0.0026068821689259644,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;NFKB1;MAPK3","","R-HSA-5684275;R-HSA-450337;R-HSA-451649;R-HSA-5684273;R-HSA-198756;R-HSA-198731;R-HSA-450346;R-HSA-5684250;R-HSA-5684248;R-HSA-450292;R-HSA-450325;R-HSA-5684261;R-HSA-451634;R-HSA-199959;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-5684267"
R-HSA-8941856,"RUNX3 regulates NOTCH signaling",3,16,0.0011017766147913511,0.05251128009496275,0.5776240810445903,7,7,5.213764337851929E-4,9606,Homo sapiens,"NOTCH1;RBPJ;RUNX3","","R-HSA-1980047;R-HSA-8878212;R-HSA-8878243;R-HSA-8878193;R-HSA-4396347;R-HSA-8878237;R-HSA-8878220"
R-HSA-9705462,"Inactivation of CSF3 (G-CSF) signaling",4,27,0.001859248037460405,0.05461205314002071,0.6007325845402278,9,9,6.703411291523909E-4,9606,Homo sapiens,"STAT3;CUL1;TYK2;JAK2","","R-HSA-9705461;R-HSA-9705729;R-HSA-9705458;R-HSA-9705726;R-HSA-9705465;R-HSA-9707977;R-HSA-9705466;R-HSA-9705738;R-HSA-9705467"
R-HSA-3906995,"Diseases associated with O-glycosylation of proteins",8,78,0.005371160997107836,0.055000790766387975,0.6050086984302677,8,9,6.703411291523909E-4,9606,Homo sapiens,"SBSPON;NOTCH2;NOTCH1;NOTCH4;MUC19;DAG1;THSD7A;ADAMTS6","","R-HSA-5615556;R-HSA-5615604;R-HSA-6785524;R-HSA-5096537;R-HSA-5096538;R-HSA-5096532;R-HSA-6785565;R-HSA-5617096"
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",3,17,0.0011706376532158104,0.06068337930318568,0.6246879291363172,10,14,0.0010427528675703858,9606,Homo sapiens,"TYK2;OSMR;JAK2","","R-HSA-448660;R-HSA-6783524;R-HSA-6783556;R-HSA-5696482;R-HSA-6783681;R-HSA-6783552;R-HSA-6784189;R-HSA-6784204;R-HSA-6783530;R-HSA-449976"
R-HSA-170968,"Frs2-mediated activation",3,17,0.0011706376532158104,0.06068337930318568,0.6246879291363172,9,13,9.682705198867869E-4,9606,Homo sapiens,"RAP1A;MAPK3","","R-HSA-9610163;R-HSA-170979;R-HSA-9610166;R-HSA-170965;R-HSA-5674385;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156"
R-HSA-5676594,"TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway",3,17,0.0011706376532158104,0.06068337930318568,0.6246879291363172,5,12,8.937881722031879E-4,9606,Homo sapiens,"CD40;LTA;LTBR","","R-HSA-5668789;R-HSA-5676597;R-HSA-5676593;R-HSA-5676591;R-HSA-199404"
R-HSA-8941855,"RUNX3 regulates CDKN1A transcription",2,8,5.508883073956756E-4,0.06628082422824078,0.6246879291363172,6,6,4.4689408610159393E-4,9606,Homo sapiens,"SMAD3;RUNX3","","R-HSA-8878117;R-HSA-8878130;R-HSA-8878178;R-HSA-8952128;R-HSA-8878143;R-HSA-8878186"
R-HSA-5674499,"Negative feedback regulation of MAPK pathway",2,8,5.508883073956756E-4,0.06628082422824078,0.6246879291363172,3,3,2.2344704305079697E-4,9606,Homo sapiens,"MAPK3","","R-HSA-5674496;R-HSA-5675198;R-HSA-5675194"
R-HSA-982772,"Growth hormone receptor signaling",4,29,0.001996970114309324,0.0671850671606935,0.6246879291363172,21,28,0.0020855057351407717,9606,Homo sapiens,"STAT3;JAK2;MAPK3","","R-HSA-982792;R-HSA-1169210;R-HSA-1168445;R-HSA-1168767;R-HSA-1168894;R-HSA-1168768;R-HSA-982810;R-HSA-982778;R-HSA-1169188;R-HSA-1168839;R-HSA-1168423;R-HSA-1168393;R-HSA-1168809;R-HSA-982807;R-HSA-1169192;R-HSA-1168456;R-HSA-982775;R-HSA-1168459;R-HSA-1168394;R-HSA-1168813;R-HSA-982768"
R-HSA-1170546,"Prolactin receptor signaling",3,18,0.00123949869164027,0.06940976990403525,0.6246879291363172,14,14,0.0010427528675703858,9606,Homo sapiens,"CUL1;JAK2;RBX1","","R-HSA-1675473;R-HSA-1369080;R-HSA-1369114;R-HSA-1369115;R-HSA-1370500;R-HSA-976991;R-HSA-1671691;R-HSA-982810;R-HSA-1364044;R-HSA-1302698;R-HSA-1170539;R-HSA-1370505;R-HSA-1671687;R-HSA-1364043"
R-HSA-5684264,"MAP3K8 (TPL2)-dependent MAPK1/3 activation",3,18,0.00123949869164027,0.06940976990403525,0.6246879291363172,8,8,5.958587814687919E-4,9606,Homo sapiens,"CUL1;MAP3K8;NFKB1","","R-HSA-5684261;R-HSA-451634;R-HSA-5684275;R-HSA-451649;R-HSA-5684273;R-HSA-5684250;R-HSA-5684267;R-HSA-5684248"
R-HSA-5357956,"TNFR1-induced NFkappaB signaling pathway",4,30,0.0020658311527337833,0.07398571161593437,0.6565747974237139,5,5,3.7241173841799495E-4,9606,Homo sapiens,"TNFAIP3;TAB2;TNF;TNFRSF1A","","R-HSA-5357776;R-HSA-5357904;R-HSA-5357860;R-HSA-5357780;R-HSA-5357757"
R-HSA-5689896,"Ovarian tumor domain proteases",5,43,0.002961024652251756,0.07709970962330881,0.6565747974237139,8,14,0.0010427528675703858,9606,Homo sapiens,"IFIH1;TNIP1;TNFAIP3;NOD2;OTUD3","","R-HSA-5690870;R-HSA-688136;R-HSA-936381;R-HSA-8869506;R-HSA-5690845;R-HSA-5690827;R-HSA-8873946;R-HSA-5690856"
R-HSA-9604323,"Negative regulation of NOTCH4 signaling",6,57,0.003925079190194188,0.0810444035720872,0.6565747974237139,6,6,4.4689408610159393E-4,9606,Homo sapiens,"PSMA6;PSMD14;NOTCH4;CUL1;PSMB10;RBX1","","R-HSA-9604642;R-HSA-9604387;R-HSA-9604675;R-HSA-9604629;R-HSA-9604328;R-HSA-9604606"
R-HSA-2122947,"NOTCH1 Intracellular Domain Regulates Transcription",6,57,0.003925079190194188,0.0810444035720872,0.6565747974237139,16,18,0.0013406822583047818,9606,Homo sapiens,"NOTCH1;CUL1;RBPJ;RBX1;HDAC7","","R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912396;R-HSA-1852623;R-HSA-1912393;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912391;R-HSA-9667657;R-HSA-1912385;R-HSA-1980067;R-HSA-4396382;R-HSA-1980065"
R-HSA-1482801,"Acyl chain remodelling of PS",4,31,0.0021346921911582425,0.08112058031588032,0.6565747974237139,3,8,5.958587814687919E-4,9606,Homo sapiens,"PLA2G2D;PLA2G4A;PLA2G5;PLA2R1","","R-HSA-1482771;R-HSA-1482897;R-HSA-1602374"
R-HSA-111995,"phospho-PLA2 pathway",2,9,6.19749345820135E-4,0.08113081985192727,0.6565747974237139,3,3,2.2344704305079697E-4,9606,Homo sapiens,"PLA2G4A;MAPK3","","R-HSA-111881;R-HSA-111883;R-HSA-111898"
R-HSA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",9,101,0.006954964880870404,0.08656960701689809,0.6565747974237139,25,48,0.0035751526888127515,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;TLR4;NFKB1;MAPK3","","R-HSA-451649;R-HSA-198731;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-450325;R-HSA-199959;R-HSA-203797;R-HSA-9630923;R-HSA-198746;R-HSA-168166;R-HSA-5684275;R-HSA-450337;R-HSA-5684273;R-HSA-198756;R-HSA-450346;R-HSA-450358;R-HSA-975103;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-975097;R-HSA-168053;R-HSA-168184;R-HSA-5684267"
R-HSA-169893,"Prolonged ERK activation events",3,20,0.001377220768489189,0.08843090770536577,0.6565747974237139,12,19,0.0014151646059883808,9606,Homo sapiens,"RAP1A;MAPK3","","R-HSA-9610163;R-HSA-170979;R-HSA-169904;R-HSA-9610166;R-HSA-9612980;R-HSA-170965;R-HSA-5674385;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156;R-HSA-169901"
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",9,102,0.007023825919294863,0.09057595832604848,0.6565747974237139,25,63,0.0046923879040667365,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;TLR4;NFKB1;MAPK3","","R-HSA-451649;R-HSA-198731;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-450325;R-HSA-199959;R-HSA-203797;R-HSA-9630923;R-HSA-198746;R-HSA-168166;R-HSA-5684275;R-HSA-450337;R-HSA-5684273;R-HSA-198756;R-HSA-450346;R-HSA-450358;R-HSA-975103;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-975097;R-HSA-168053;R-HSA-168184;R-HSA-5684267"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",9,103,0.007092686957719322,0.09468985265456364,0.6565747974237139,25,66,0.004915834947117533,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;TLR4;NFKB1;MAPK3","","R-HSA-451649;R-HSA-198731;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-450325;R-HSA-199959;R-HSA-203797;R-HSA-9630923;R-HSA-198746;R-HSA-168166;R-HSA-5684275;R-HSA-450337;R-HSA-5684273;R-HSA-198756;R-HSA-450346;R-HSA-450358;R-HSA-975103;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-975097;R-HSA-168053;R-HSA-168184;R-HSA-5684267"
R-HSA-2892245,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",2,10,6.886103842445945E-4,0.09688629196366205,0.6565747974237139,7,7,5.213764337851929E-4,9606,Homo sapiens,"HHEX;POU5F1","","R-HSA-2972952;R-HSA-2972965;R-HSA-2972949;R-HSA-2972948;R-HSA-2972966;R-HSA-2972977;R-HSA-2972979"
R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",3,21,0.0014460818069136482,0.0986742088395487,0.6565747974237139,16,16,0.0011917175629375838,9606,Homo sapiens,"STAT3;POU5F1","","R-HSA-2972975;R-HSA-480515;R-HSA-452515;R-HSA-452750;R-HSA-2972964;R-HSA-2972967;R-HSA-2972960;R-HSA-2972962;R-HSA-480470;R-HSA-2972956;R-HSA-452338;R-HSA-452958;R-HSA-480509;R-HSA-452701;R-HSA-2972978;R-HSA-6800120"
R-HSA-4570571,"Defective RFT1 causes RFT1-CDG (CDG-1n)",1,2,1.377220768489189E-4,0.09913559225250956,0.6565747974237139,1,1,7.448234768359899E-5,9606,Homo sapiens,"RFT1","","R-HSA-4570573"
R-HSA-373756,"SDK interactions",1,2,1.377220768489189E-4,0.09913559225250956,0.6565747974237139,1,2,1.4896469536719798E-4,9606,Homo sapiens,"SDK1","","R-HSA-373745"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",9,106,0.0072992700729927005,0.10767279943959362,0.6565747974237139,25,68,0.005064799642484731,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;TLR4;NFKB1;MAPK3","","R-HSA-451649;R-HSA-198731;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-450325;R-HSA-199959;R-HSA-203797;R-HSA-9630923;R-HSA-198746;R-HSA-168166;R-HSA-5684275;R-HSA-450337;R-HSA-5684273;R-HSA-198756;R-HSA-450346;R-HSA-450358;R-HSA-975103;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-975097;R-HSA-168053;R-HSA-168184;R-HSA-5684267"
R-HSA-1168372,"Downstream signaling events of B Cell Receptor (BCR)",8,91,0.006266354496625809,0.10792332993682241,0.6565747974237139,11,15,0.0011172352152539848,9606,Homo sapiens,"PSMA6;PSMD14;PRKCB;CUL1;NFATC1;RASGRP1;PSMB10;NFKB1","","R-HSA-1168640;R-HSA-1168643;R-HSA-1168642;R-HSA-2025882;R-HSA-1168373;R-HSA-1168374;R-HSA-1168633;R-HSA-1168635;R-HSA-2025890;R-HSA-1168636;R-HSA-1168638"
R-HSA-166166,"MyD88-independent TLR4 cascade ",9,107,0.00736813111141716,0.11221231758352823,0.6565747974237139,43,60,0.004468940861015939,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;TLR4;NFKB1;MAPK3","","R-HSA-2569057;R-HSA-451649;R-HSA-198731;R-HSA-2562541;R-HSA-937029;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-168915;R-HSA-450325;R-HSA-199959;R-HSA-5362500;R-HSA-203797;R-HSA-936985;R-HSA-9630923;R-HSA-198746;R-HSA-2201338;R-HSA-168921;R-HSA-166175;R-HSA-2562564;R-HSA-936941;R-HSA-168166;R-HSA-5684275;R-HSA-450337;R-HSA-5684273;R-HSA-166245;R-HSA-5362486;R-HSA-198756;R-HSA-450346;R-HSA-450358;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-936952;R-HSA-2559568;R-HSA-168053;R-HSA-2213017;R-HSA-936951;R-HSA-168184;R-HSA-5684267;R-HSA-937075;R-HSA-936947;R-HSA-166271"
R-HSA-937061,"TRIF(TICAM1)-mediated TLR4 signaling ",9,107,0.00736813111141716,0.11221231758352823,0.6565747974237139,41,58,0.004319976165648741,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;TLR4;NFKB1;MAPK3","","R-HSA-2569057;R-HSA-451649;R-HSA-198731;R-HSA-2562541;R-HSA-937029;R-HSA-5684250;R-HSA-5684248;R-HSA-168140;R-HSA-168915;R-HSA-450325;R-HSA-199959;R-HSA-5362500;R-HSA-203797;R-HSA-936985;R-HSA-9630923;R-HSA-198746;R-HSA-2201338;R-HSA-168921;R-HSA-2562564;R-HSA-936941;R-HSA-168166;R-HSA-5684275;R-HSA-450337;R-HSA-5684273;R-HSA-166245;R-HSA-5362486;R-HSA-198756;R-HSA-450346;R-HSA-450358;R-HSA-450292;R-HSA-5684261;R-HSA-451634;R-HSA-936952;R-HSA-168053;R-HSA-2213017;R-HSA-936951;R-HSA-168184;R-HSA-5684267;R-HSA-937075;R-HSA-936947;R-HSA-166271"
R-HSA-9674555,"Signaling by CSF3 (G-CSF)",4,35,0.0024101363448560805,0.11283456830721816,0.6565747974237139,17,21,0.0015641293013555788,9606,Homo sapiens,"STAT3;CUL1;TYK2;JAK2","","R-HSA-9705461;R-HSA-9674550;R-HSA-9705458;R-HSA-9705726;R-HSA-9674808;R-HSA-9705465;R-HSA-9705466;R-HSA-9705467;R-HSA-9674563;R-HSA-9674562;R-HSA-9674816;R-HSA-9674567;R-HSA-9676071;R-HSA-9705729;R-HSA-9674542;R-HSA-9707977;R-HSA-9705738"
R-HSA-425986,"Sodium/Proton exchangers",2,11,7.574714226690538E-4,0.11341700265165755,0.6565747974237139,2,4,2.9792939073439596E-4,9606,Homo sapiens,"SLC9A4;SLC9A8","","R-HSA-426015;R-HSA-425994"
R-HSA-9012546,"Interleukin-18 signaling",2,11,7.574714226690538E-4,0.11341700265165755,0.6565747974237139,2,4,2.9792939073439596E-4,9606,Homo sapiens,"IL18RAP;IL18R1","","R-HSA-8848370;R-HSA-8848395"
R-HSA-444257,"RSK activation",2,11,7.574714226690538E-4,0.11341700265165755,0.6565747974237139,1,4,2.9792939073439596E-4,9606,Homo sapiens,"MAPK3","","R-HSA-9619843"
R-HSA-9656223,"Signaling by RAF1 mutants",5,49,0.0033741908827985127,0.11631720392380596,0.6565747974237139,6,7,5.213764337851929E-4,9606,Homo sapiens,"RAP1A;KSR1;JAK2;MAPK3","","R-HSA-9656211;R-HSA-9656209;R-HSA-9656215;R-HSA-9656214;R-HSA-9656213;R-HSA-9656212"
R-HSA-1912420,"Pre-NOTCH Processing in Golgi",3,23,0.0015838038837625672,0.12048884777734759,0.6565747974237139,8,8,5.958587814687919E-4,9606,Homo sapiens,"NOTCH2;NOTCH1;NOTCH4","","R-HSA-1912382;R-HSA-1912379;R-HSA-1912378;R-HSA-1912372;R-HSA-1912374;R-HSA-1912369;R-HSA-1912352;R-HSA-1912355"
R-HSA-9614657,"FOXO-mediated transcription of cell death genes",3,23,0.0015838038837625672,0.12048884777734759,0.6565747974237139,14,15,0.0011172352152539848,9606,Homo sapiens,"STK11;FOXO3","","R-HSA-9622579;R-HSA-9621270;R-HSA-9621242;R-HSA-9625375;R-HSA-9621116;R-HSA-9625378;R-HSA-9622627;R-HSA-9622630;R-HSA-9614662;R-HSA-9622667;R-HSA-9621289;R-HSA-9622668;R-HSA-9622604;R-HSA-9614669"
R-HSA-975871,"MyD88 cascade initiated on plasma membrane",8,94,0.006472937611899187,0.12310517456736725,0.6565747974237139,24,58,0.004319976165648741,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;NFKB1;MAPK3","","R-HSA-168166;R-HSA-5684275;R-HSA-450337;R-HSA-451649;R-HSA-5684273;R-HSA-198756;R-HSA-198731;R-HSA-450346;R-HSA-5684250;R-HSA-5684248;R-HSA-936960;R-HSA-168140;R-HSA-936991;R-HSA-450292;R-HSA-450325;R-HSA-5684261;R-HSA-451634;R-HSA-199959;R-HSA-203797;R-HSA-168053;R-HSA-9630923;R-HSA-198746;R-HSA-168184;R-HSA-5684267"
R-HSA-168176,"Toll Like Receptor 5 (TLR5) Cascade",8,94,0.006472937611899187,0.12310517456736725,0.6565747974237139,24,59,0.004394458513332341,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;NFKB1;MAPK3","","R-HSA-168166;R-HSA-5684275;R-HSA-450337;R-HSA-451649;R-HSA-5684273;R-HSA-198756;R-HSA-198731;R-HSA-450346;R-HSA-5684250;R-HSA-5684248;R-HSA-936960;R-HSA-168140;R-HSA-936991;R-HSA-450292;R-HSA-450325;R-HSA-5684261;R-HSA-451634;R-HSA-199959;R-HSA-203797;R-HSA-168053;R-HSA-9630923;R-HSA-198746;R-HSA-168184;R-HSA-5684267"
R-HSA-168142,"Toll Like Receptor 10 (TLR10) Cascade",8,94,0.006472937611899187,0.12310517456736725,0.6565747974237139,24,59,0.004394458513332341,9606,Homo sapiens,"CUL1;TAB2;MAP3K8;NOD2;FOS;NFKB1;MAPK3","","R-HSA-168166;R-HSA-5684275;R-HSA-450337;R-HSA-451649;R-HSA-5684273;R-HSA-198756;R-HSA-198731;R-HSA-450346;R-HSA-5684250;R-HSA-5684248;R-HSA-936960;R-HSA-168140;R-HSA-936991;R-HSA-450292;R-HSA-450325;R-HSA-5684261;R-HSA-451634;R-HSA-199959;R-HSA-203797;R-HSA-168053;R-HSA-9630923;R-HSA-198746;R-HSA-168184;R-HSA-5684267"
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",5,50,0.003443051921222972,0.12362966710266099,0.6565747974237139,25,38,0.0028303292119767616,9606,Homo sapiens,"IL3;CSF2;IL2RA;JAK2;IL2","","R-HSA-912527;R-HSA-879942;R-HSA-914182;R-HSA-879937;R-HSA-921155;R-HSA-508247;R-HSA-913374;R-HSA-913371;R-HSA-913370;R-HSA-450074;R-HSA-913424;R-HSA-913360;R-HSA-913451;R-HSA-909738;R-HSA-879909;R-HSA-450031;R-HSA-879910;R-HSA-879907;R-HSA-453111;R-HSA-879934;R-HSA-453104;R-HSA-879930;R-HSA-879925;R-HSA-912757;R-HSA-914036"
R-HSA-5668599,"RHO GTPases Activate NADPH Oxidases",4,38,0.002616719460129459,0.1396681834651332,0.6565747974237139,9,14,0.0010427528675703858,9606,Homo sapiens,"PRKCB;NCF4;MAPK3","","R-HSA-9626848;R-HSA-9626832;R-HSA-9626880;R-HSA-9626816;R-HSA-5668629;R-HSA-9626817;R-HSA-5218827;R-HSA-5218841;R-HSA-5668605"
R-HSA-164939,"Nef mediated downregulation of CD28 cell surface expression",1,3,2.065831152733783E-4,0.1449592736571409,0.6565747974237139,3,3,2.2344704305079697E-4,9606,Homo sapiens,"CD28","","R-HSA-167633;R-HSA-167637;R-HSA-167630"
R-HSA-3311021,"SMAD4 MH2 Domain Mutants in Cancer",1,3,2.065831152733783E-4,0.1449592736571409,0.6565747974237139,1,1,7.448234768359899E-5,9606,Homo sapiens,"SMAD3","","R-HSA-3311014"
R-HSA-5619053,"Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)",1,3,2.065831152733783E-4,0.1449592736571409,0.6565747974237139,1,1,7.448234768359899E-5,9606,Homo sapiens,"SLC22A5","","R-HSA-5625674"
R-HSA-5083628,"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",1,3,2.065831152733783E-4,0.1449592736571409,0.6565747974237139,1,1,7.448234768359899E-5,9606,Homo sapiens,"DAG1","","R-HSA-5617096"
R-HSA-3304347,"Loss of Function of SMAD4 in Cancer",1,3,2.065831152733783E-4,0.1449592736571409,0.6565747974237139,1,1,7.448234768359899E-5,9606,Homo sapiens,"SMAD3","","R-HSA-3311014"
R-HSA-3315487,"SMAD2/3 MH2 Domain Mutants in Cancer",1,3,2.065831152733783E-4,0.1449592736571409,0.6565747974237139,1,1,7.448234768359899E-5,9606,Homo sapiens,"SMAD3","","R-HSA-3315483"
R-HSA-8939902,"Regulation of RUNX2 expression and activity",7,83,0.005715466189230134,0.14750765988957415,0.6565747974237139,12,32,0.0023834351258751676,9606,Homo sapiens,"PSMA6;PSMD14;SMURF1;CUL1;PSMB10;RBX1","","R-HSA-8939688;R-HSA-9009401;R-HSA-8939801;R-HSA-9008475;R-HSA-8939706;R-HSA-9009403;R-HSA-9009451;R-HSA-9009452;R-HSA-9008479;R-HSA-9008110;R-HSA-9008478;R-HSA-9009362"
R-HSA-2586552,"Signaling by Leptin",2,13,8.951934995179727E-4,0.14833679733500804,0.6565747974237139,17,19,0.0014151646059883808,9606,Homo sapiens,"STAT3;JAK2","","R-HSA-2671850;R-HSA-2672302;R-HSA-2671855;R-HSA-2671872;R-HSA-2671873;R-HSA-2730595;R-HSA-2671747;R-HSA-2671876;R-HSA-2730599;R-HSA-2671868;R-HSA-2671742;R-HSA-2671839;R-HSA-2586559;R-HSA-2586555;R-HSA-2671829;R-HSA-2586553;R-HSA-2671862"
R-HSA-8875555,"MET activates RAP1 and RAC1",2,13,8.951934995179727E-4,0.14833679733500804,0.6565747974237139,3,5,3.7241173841799495E-4,9606,Homo sapiens,"RAP1A;DOCK7","","R-HSA-8875591;R-HSA-8875568;R-HSA-8875576"
R-HSA-9627069,"Regulation of the apoptosome activity",2,13,8.951934995179727E-4,0.14833679733500804,0.6565747974237139,1,6,4.4689408610159393E-4,9606,Homo sapiens,"MAPK3","","R-HSA-9627089"
R-HSA-111458,"Formation of apoptosome",2,13,8.951934995179727E-4,0.14833679733500804,0.6565747974237139,1,10,7.448234768359899E-4,9606,Homo sapiens,"MAPK3","","R-HSA-9627089"
R-HSA-2644603,"Signaling by NOTCH1 in Cancer",6,68,0.004682550612863242,0.14852051648449982,0.6565747974237139,39,39,0.0029048115596603604,9606,Homo sapiens,"NOTCH1;CUL1;RBPJ;RBX1;HDAC7","","R-HSA-2769000;R-HSA-2220964;R-HSA-2769007;R-HSA-2220967;R-HSA-2220966;R-HSA-2220971;R-HSA-2768993;R-HSA-2768999;R-HSA-2666278;R-HSA-2220976;R-HSA-2220979;R-HSA-2220978;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2769008;R-HSA-2769015;R-HSA-2220988;R-HSA-2900748;R-HSA-2691211;R-HSA-2900747;R-HSA-2691214;R-HSA-2660815;R-HSA-2730752;R-HSA-2737728;R-HSA-4396393;R-HSA-4396392;R-HSA-2900743;R-HSA-4396402;R-HSA-2900765;R-HSA-2220944;R-HSA-4396401;R-HSA-2691226;R-HSA-2900756;R-HSA-2660816;R-HSA-2691219;R-HSA-2660819;R-HSA-2220957;R-HSA-2660822"
R-HSA-2894862,"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants",6,68,0.004682550612863242,0.14852051648449982,0.6565747974237139,21,21,0.0015641293013555788,9606,Homo sapiens,"NOTCH1;CUL1;RBPJ;RBX1;HDAC7","","R-HSA-2900748;R-HSA-2220964;R-HSA-2220967;R-HSA-2220966;R-HSA-2900747;R-HSA-2220971;R-HSA-4396393;R-HSA-4396392;R-HSA-2900743;R-HSA-4396402;R-HSA-2220976;R-HSA-2900765;R-HSA-4396401;R-HSA-2220979;R-HSA-2220981;R-HSA-2220982;R-HSA-2220985;R-HSA-2900756;R-HSA-2220957;R-HSA-2769015;R-HSA-2220988"
